participant_id,group,E0,E_week24,E_week52,lambda_est,gamma_initial,gamma_week52,gamma_slope_per_week,K_est,circular_behavior_week24,circular_behavior_week52,replaced_by_week52
S3_00595,Control_LT,0.5537,0.3967,0.3718,0.0769,0.0035,0.1,0.009799,0.4044,0,1,0
S3_00596,High_E_LT,0.7423,0.5721,0.5983,0.057,0.0459,0.1,0.032631,0.3744,1,1,0
S3_00597,High_E_LT,0.733,0.7384,0.7812,0.0245,0.0375,0.1,0.005455,0.328,1,1,0
S3_00598,High_E_LT,0.7071,0.4956,0.4652,0.0684,0.0385,0.1,0.022461,0.4024,1,0,0
S3_00599,High_E_LT,0.6566,0.6716,0.6759,0.0437,0.0409,0.1,0.018899,0.2455,0,1,0
S3_00600,High_E_LT,0.6243,0.6295,0.6538,0.048,0.0339,0.1,0.031863,0.274,0,1,0
S3_00601,High_E_LT,0.5878,0.6169,0.6362,0.0449,0.0297,0.1,0.032022,0.382,1,1,0
S3_00602,High_E_LT,0.8367,0.3967,0.1513,0.0301,0.0642,0.0,-0.021844,0.4951,0,0,0
S3_00603,High_E_LT,0.7122,0.5886,0.6109,0.0486,0.015,0.1,0.032552,0.369,1,1,0
S3_00604,High_E_LT,0.7538,0.2349,0.0653,0.0379,0.0259,0.0,-0.037469,0.4446,0,0,0
S3_00605,Control_LT,0.6691,0.0407,0.0437,0.0903,0.0043,0.0,-0.01273,0.3797,0,0,0
S3_00606,High_E_LT,0.9895,0.4228,0.1894,0.0315,0.0527,0.0,-0.036317,0.3628,1,0,0
S3_00607,High_E_LT,0.6143,0.2534,0.122,0.0396,0.044,0.0,-0.006088,0.3422,1,1,1
S3_00608,High_E_LT,0.7424,0.3886,0.2764,0.0338,0.0401,0.01938,-0.000398,0.5347,1,0,0
S3_00609,High_E_LT,0.8077,0.6344,0.6328,0.0428,0.0498,0.1,0.027065,0.3082,1,1,0
S3_00610,High_E_LT,0.6801,0.2639,0.0787,0.0275,0.0371,0.0,-0.022915,0.3047,0,0,0
S3_00611,Control_LT,0.5356,0.1057,0.01,0.0825,0.0045,0.0,-0.008145,0.4112,0,0,0
S3_00612,High_E_LT,0.7686,0.1863,0.0133,0.0523,0.0574,0.0,-0.010419,0.3543,0,0,0
S3_00613,Control_LT,0.7068,0.4509,0.465,0.0726,0.0055,0.1,0.006231,0.3551,0,0,0
S3_00614,Control_LT,0.2766,0.0546,0.0338,0.0523,0.0018,0.0,-0.015176,0.2665,0,0,0
S3_00615,Control_LT,0.4493,0.1116,0.0249,0.0737,0.0,0.0,-0.013091,0.2144,0,1,0
S3_00616,High_E_LT,0.91,0.5425,0.4608,0.0611,0.049,0.1,0.022072,0.4183,1,1,0
S3_00617,High_E_LT,0.6657,0.678,0.662,0.0309,0.0324,0.1,0.020798,0.5025,0,1,0
S3_00618,High_E_LT,0.6108,0.353,0.171,0.0359,0.0377,0.0,-0.001631,0.3084,0,0,0
S3_00619,Control_LT,0.4922,0.0527,0.0463,0.1075,0.0088,0.0,-0.030242,0.3255,0,0,0
S3_00620,Control_LT,0.5186,0.3432,0.2762,0.085,0.0061,0.1,0.045329,0.4163,1,0,0
S3_00621,Control_LT,0.6894,0.2289,0.044,0.0934,0.0,0.1,0.006712,0.4764,0,1,0
S3_00622,Control_LT,0.522,0.3565,0.5005,0.0792,0.0005,0.1,0.00446,0.2782,1,0,0
S3_00623,High_E_LT,0.6898,0.1363,0.01,0.0532,0.0348,0.0,-0.015785,0.3778,0,0,0
S3_00624,Control_LT,0.3225,0.1142,0.01,0.0896,0.0029,0.08831,0.001643,0.3043,0,0,1
S3_00625,High_E_LT,0.7282,0.5611,0.6275,0.0455,0.0464,0.1,0.002225,0.3225,1,1,0
S3_00626,Control_LT,0.4044,0.4779,0.5648,0.0663,0.001,0.1,0.008368,0.3436,1,1,0
S3_00627,High_E_LT,0.6234,0.6647,0.7027,0.0332,0.0566,0.1,0.02765,0.3724,1,1,0
S3_00628,High_E_LT,0.6768,0.7631,0.781,0.0265,0.0498,0.1,0.019772,0.3936,0,1,0
S3_00629,High_E_LT,0.7355,0.6793,0.6898,0.0338,0.0463,0.1,0.012184,0.3419,1,1,0
S3_00630,Control_LT,0.5949,0.0719,0.041,0.0765,0.0079,0.0,-0.003333,0.389,0,0,1
S3_00631,High_E_LT,0.6835,0.7176,0.6927,0.0403,0.058,0.1,0.018579,0.2551,1,1,0
S3_00632,Control_LT,0.6359,0.443,0.5131,0.0706,0.0107,0.1,0.006128,0.3488,1,1,0
S3_00633,High_E_LT,0.8524,0.3656,0.2089,0.0385,0.0579,0.0,-0.002712,0.4025,1,1,0
S3_00634,High_E_LT,0.7872,0.3763,0.1703,0.0304,0.0352,0.0,-0.005552,0.3278,0,1,0
S3_00635,Control_LT,0.4267,0.0464,0.01,0.1009,0.0011,0.0,-0.016639,0.4843,1,0,1
S3_00636,High_E_LT,0.8295,0.6136,0.5714,0.0569,0.025,0.1,0.032684,0.3194,1,1,0
S3_00637,Control_LT,0.6355,0.167,0.1111,0.0733,0.011,0.1,0.004565,0.4818,0,0,0
S3_00638,Control_LT,0.6699,0.0542,0.03,0.0957,0.0078,0.05501,0.000908,0.3132,0,0,1
S3_00639,High_E_LT,0.6534,0.2286,0.0538,0.0405,0.0406,0.0,-0.015891,0.4355,0,0,0
S3_00640,High_E_LT,0.8561,0.2945,0.0246,0.0495,0.0206,0.0,-0.006988,0.3508,0,0,0
S3_00641,High_E_LT,0.948,0.7541,0.739,0.0267,0.027,0.1,0.013468,0.2931,1,1,0
S3_00642,Control_LT,0.5241,0.3856,0.3218,0.088,0.0002,0.1,0.02364,0.3916,0,0,0
S3_00643,High_E_LT,0.6388,0.1713,0.01,0.049,0.0399,0.0,-0.012439,0.3517,0,0,1
S3_00644,Control_LT,0.5606,0.4895,0.5115,0.0819,0.004,0.1,0.008832,0.265,0,1,0
S3_00645,Control_LT,0.4561,0.0857,0.074,0.0656,0.0022,0.0,-0.024692,0.262,0,0,0
S3_00646,Control_LT,0.4972,0.456,0.4002,0.0687,0.0023,0.1,0.020849,0.4186,0,0,0
S3_00647,High_E_LT,0.7228,0.632,0.5721,0.052,0.046,0.1,0.029358,0.2955,1,1,0
S3_00648,High_E_LT,0.8898,0.445,0.2402,0.0269,0.0223,0.0,-0.002164,0.262,1,1,0
S3_00649,High_E_LT,0.7008,0.7446,0.7023,0.0333,0.0503,0.1,0.021844,0.3377,1,1,0
S3_00650,Control_LT,0.4217,0.0427,0.0366,0.0966,0.0011,0.0,-0.018477,0.3312,0,0,0
S3_00651,Control_LT,0.4744,0.3599,0.3865,0.0946,0.0083,0.1,0.008822,0.2864,0,0,0
S3_00652,High_E_LT,0.7014,0.3787,0.1494,0.0322,0.0283,0.0,-0.022485,0.2966,1,0,0
S3_00653,High_E_LT,0.8594,0.3809,0.1109,0.0375,0.0351,0.0,-0.022358,0.3184,1,1,0
S3_00654,High_E_LT,0.7218,0.2557,0.0253,0.041,0.0346,0.0,-0.039623,0.3643,0,1,1
S3_00655,High_E_LT,0.8043,0.3281,0.0909,0.0477,0.0299,0.00379,-0.000502,0.3606,0,0,0
S3_00656,High_E_LT,0.6,0.114,0.0293,0.0585,0.0336,0.0,-0.020532,0.3652,0,0,1
S3_00657,High_E_LT,0.7206,0.6047,0.5724,0.0534,0.0396,0.1,0.032289,0.3579,1,0,0
S3_00658,High_E_LT,0.8795,0.4283,0.2278,0.0337,0.0375,0.0,-0.036123,0.3791,1,1,0
S3_00659,High_E_LT,0.5743,0.6274,0.6621,0.0379,0.0449,0.1,0.008437,0.3584,1,1,0
S3_00660,High_E_LT,0.6452,0.2136,0.1011,0.0498,0.0396,0.0,-0.022641,0.4086,0,1,0
S3_00661,High_E_LT,0.7722,0.4495,0.206,0.0241,0.0399,0.0,-0.013781,0.4111,0,1,0
S3_00662,Control_LT,0.5683,0.1284,0.0175,0.0732,0.0008,0.0,-0.005664,0.1384,0,0,0
S3_00663,High_E_LT,0.7342,0.2366,0.0925,0.0382,0.0314,0.0,-0.024604,0.3479,0,1,0
S3_00664,Control_LT,0.4237,0.0735,0.01,0.0831,0.0014,0.0,-0.016079,0.2741,0,0,0
S3_00665,Control_LT,0.5164,0.0766,0.01,0.1016,0.0046,0.0,-0.020077,0.2971,0,0,1
S3_00666,High_E_LT,0.8788,0.6393,0.6531,0.037,0.0476,0.1,0.031596,0.4584,1,1,0
S3_00667,Control_LT,0.4032,0.4028,0.4471,0.0762,0.0053,0.1,0.008237,0.3725,1,1,0
S3_00668,High_E_LT,0.6249,0.1988,0.0678,0.0411,0.0425,0.0,-0.012366,0.2692,1,1,1
S3_00669,High_E_LT,0.7237,0.6143,0.6613,0.0482,0.0308,0.1,0.030338,0.2763,0,1,0
S3_00670,High_E_LT,0.6857,0.6925,0.6755,0.0333,0.0465,0.1,0.007837,0.3473,0,1,0
S3_00671,High_E_LT,0.7641,0.2934,0.0461,0.0406,0.0499,0.0,-0.004151,0.3725,0,0,0
S3_00672,Control_LT,0.7038,0.0606,0.0174,0.0999,0.0048,0.0,-0.00959,0.288,0,1,0
S3_00673,High_E_LT,0.8979,0.668,0.6578,0.0345,0.0371,0.1,0.015855,0.4974,1,1,0
S3_00674,High_E_LT,0.7265,0.775,0.854,0.0186,0.0412,0.1,0.0051,0.4543,1,1,0
S3_00675,Control_LT,0.4144,0.01,0.01,0.0994,0.0065,0.0,-0.01548,0.4026,0,0,0
S3_00676,Control_LT,0.6863,0.419,0.4355,0.079,0.0068,0.1,0.014526,0.3744,1,0,0
S3_00677,Control_LT,0.4768,0.0482,0.0153,0.0938,0.0041,0.0,-0.017175,0.3467,0,0,0
S3_00678,Control_LT,0.5491,0.0965,0.0146,0.0952,0.0104,0.0,-0.029806,0.2126,0,0,0
S3_00679,Control_LT,0.4529,0.047,0.0283,0.1104,0.01,0.0,-0.020113,0.2343,0,0,1
S3_00680,High_E_LT,0.5798,0.6789,0.684,0.0406,0.0425,0.1,0.006717,0.2373,1,1,0
S3_00681,Control_LT,0.4162,0.2839,0.1643,0.0971,0.0099,0.1,0.018069,0.3932,0,0,0
S3_00682,High_E_LT,0.747,0.4759,0.199,0.0331,0.0411,0.0,-0.001204,0.4556,0,1,0
S3_00683,Control_LT,0.5058,0.3736,0.3495,0.0932,0.0107,0.1,0.019151,0.3387,0,0,0
S3_00684,High_E_LT,0.79,0.6372,0.6214,0.0441,0.0387,0.1,0.012932,0.2936,1,1,0
S3_00685,High_E_LT,0.6617,0.6865,0.7038,0.0381,0.0295,0.1,0.031528,0.3655,0,0,0
S3_00686,High_E_LT,0.7464,0.2671,0.0664,0.0387,0.0505,0.0,-0.014092,0.3118,0,0,0
S3_00687,High_E_LT,0.9444,0.3184,0.0351,0.0456,0.0206,0.0,-0.026075,0.4469,0,0,0
S3_00688,High_E_LT,0.7695,0.546,0.4577,0.0472,0.0391,0.1,0.020897,0.4958,0,1,0
S3_00689,Control_LT,0.447,0.4954,0.5028,0.0777,0.0133,0.1,0.024103,0.2168,1,0,1
S3_00690,High_E_LT,0.7497,0.5631,0.5558,0.0567,0.0371,0.1,0.036788,0.3769,0,1,0
S3_00691,High_E_LT,0.8815,0.6717,0.6584,0.0449,0.025,0.1,0.039222,0.3141,1,1,0
S3_00692,High_E_LT,0.7785,0.2762,0.0701,0.0323,0.0421,0.0,-0.016611,0.2038,0,1,0
S3_00693,Control_LT,0.4091,0.4022,0.4067,0.0693,0.0008,0.1,0.019872,0.3963,0,1,0
S3_00694,High_E_LT,0.7088,0.7264,0.7354,0.0372,0.07,0.1,0.036811,0.2524,1,1,0
S3_00695,High_E_LT,0.7636,0.2424,0.0649,0.0433,0.045,0.0,-0.009307,0.4384,1,0,0
S3_00696,High_E_LT,0.7681,0.3519,0.185,0.0393,0.0409,0.0,-0.003005,0.384,0,0,0
S3_00697,Control_LT,0.7371,0.1777,0.0533,0.0656,0.0031,0.0,-0.006412,0.2816,1,0,1
S3_00698,Control_LT,0.4733,0.341,0.3686,0.0886,0.007,0.1,0.011203,0.3557,1,0,0
S3_00699,High_E_LT,0.7247,0.6154,0.6213,0.0434,0.0425,0.1,0.005267,0.3099,1,0,0
S3_00700,Control_LT,0.6932,0.0968,0.01,0.0948,0.0005,0.0,-0.015396,0.3738,0,1,0
S3_00701,High_E_LT,0.6089,0.308,0.1553,0.0429,0.0442,0.0,-0.002103,0.2891,0,0,1
S3_00702,High_E_LT,0.8604,0.3809,0.1322,0.0407,0.0381,0.0,-0.023447,0.3605,0,0,0
S3_00703,High_E_LT,0.6782,0.7026,0.6713,0.0379,0.0251,0.1,0.018502,0.3142,1,1,0
S3_00704,High_E_LT,0.7431,0.2654,0.0919,0.0444,0.0219,0.0,-0.037,0.4995,0,0,0
S3_00705,High_E_LT,0.7067,0.6089,0.6191,0.0456,0.0611,0.1,0.008807,0.3501,1,1,0
S3_00706,High_E_LT,0.8045,0.2384,0.1421,0.0553,0.044,0.0,-0.015199,0.2764,0,0,0
S3_00707,Control_LT,0.7827,0.4219,0.3645,0.088,0.0087,0.1,0.00596,0.3348,1,0,0
S3_00708,High_E_LT,0.7726,0.2223,0.0117,0.0448,0.0588,0.0,-0.011366,0.3475,1,0,0
S3_00709,High_E_LT,0.9163,0.3424,0.1024,0.0366,0.039,0.0,-0.014081,0.3552,1,1,0
S3_00710,Control_LT,0.5023,0.0265,0.0688,0.0845,0.0059,0.1,0.002177,0.3592,0,1,0
S3_00711,High_E_LT,0.8631,0.756,0.6896,0.0355,0.0419,0.1,0.01161,0.3371,1,1,0
S3_00712,High_E_LT,0.8946,0.8044,0.8226,0.0258,0.0574,0.1,0.00223,0.114,1,1,0
S3_00713,Control_LT,0.4787,0.1845,0.1183,0.099,0.0016,0.1,0.019568,0.4804,0,0,0
S3_00714,High_E_LT,0.9132,0.3621,0.0756,0.0369,0.0363,0.0,-0.015843,0.2058,0,0,1
S3_00715,High_E_LT,0.801,0.4947,0.5577,0.0532,0.0516,0.1,0.001216,0.433,1,1,0
S3_00716,High_E_LT,0.8142,0.6128,0.6036,0.0445,0.0462,0.1,0.045043,0.3253,0,1,0
S3_00717,High_E_LT,0.6238,0.7881,0.7397,0.0233,0.0395,0.1,0.024428,0.343,1,1,0
S3_00718,High_E_LT,0.6993,0.7357,0.6889,0.0283,0.033,0.1,0.053158,0.3626,1,1,0
S3_00719,Control_LT,0.6454,0.0203,0.01,0.0989,0.0041,0.0,-0.002867,0.4062,0,0,0
S3_00720,Control_LT,0.6184,0.1039,0.0442,0.0792,0.0063,0.0,-0.023852,0.2846,1,0,1
S3_00721,High_E_LT,0.8299,0.7697,0.7067,0.0313,0.0437,0.1,0.051383,0.2995,1,1,0
S3_00722,High_E_LT,0.7784,0.2827,0.0627,0.0493,0.0345,0.0,-0.030996,0.2935,1,0,0
S3_00723,High_E_LT,0.7706,0.694,0.6621,0.0404,0.0261,0.1,0.008426,0.3819,1,1,0
S3_00724,High_E_LT,0.7812,0.6703,0.6499,0.0332,0.0393,0.1,0.006427,0.4113,0,1,0
S3_00725,Control_LT,0.4179,0.0438,0.0169,0.0931,0.0078,0.0,-0.021439,0.3092,0,0,0
S3_00726,Control_LT,0.3881,0.3598,0.4438,0.0832,0.006,0.1,0.011225,0.3568,0,0,0
S3_00727,High_E_LT,0.8929,0.5745,0.5249,0.0581,0.0391,0.1,0.019048,0.3761,1,1,0
S3_00728,Control_LT,0.4196,0.3246,0.2496,0.1038,0.0115,0.1,0.027605,0.3617,0,0,0
S3_00729,Control_LT,0.617,0.0877,0.0163,0.0931,0.0071,0.0,-0.002521,0.4756,1,0,0
S3_00730,Control_LT,0.7109,0.3823,0.3881,0.1018,0.0052,0.1,0.02247,0.3071,0,1,0
S3_00731,High_E_LT,0.8414,0.4551,0.3895,0.0597,0.0324,0.1,0.004382,0.4807,1,1,0
S3_00732,Control_LT,0.652,0.1143,0.01,0.0814,0.0063,0.0,-0.001687,0.5548,0,0,0
S3_00733,High_E_LT,0.8351,0.6584,0.6461,0.0481,0.0492,0.1,0.005271,0.2966,1,1,0
S3_00734,High_E_LT,0.6473,0.3102,0.1508,0.0376,0.0386,0.0,-0.037999,0.3623,1,0,0
S3_00735,Control_LT,0.6644,0.3642,0.4305,0.0845,0.0069,0.1,0.004483,0.34,1,1,0
S3_00736,High_E_LT,0.7785,0.7404,0.6865,0.04,0.0272,0.1,0.03795,0.2929,1,1,0
S3_00737,High_E_LT,0.6811,0.6823,0.6407,0.0417,0.0396,0.1,0.022492,0.3749,1,1,0
S3_00738,Control_LT,0.5147,0.0581,0.0229,0.101,0.0004,0.0,-0.024804,0.3506,0,0,1
S3_00739,High_E_LT,0.8249,0.2454,0.1125,0.0461,0.0562,0.0,-0.034351,0.432,1,0,0
S3_00740,Control_LT,0.5361,0.0523,0.01,0.1116,0.0026,0.0,-0.006848,0.4472,0,0,0
S3_00741,High_E_LT,0.6841,0.7204,0.7014,0.0378,0.0554,0.1,0.066304,0.397,1,1,0
S3_00742,High_E_LT,0.5575,0.5683,0.5428,0.0495,0.0409,0.1,0.072115,0.3356,1,1,0
S3_00743,High_E_LT,0.6856,0.2492,0.0401,0.0457,0.0431,0.0,-0.016221,0.3754,1,0,0
S3_00744,High_E_LT,0.7482,0.4606,0.5971,0.057,0.0432,0.1,0.001889,0.3986,0,0,0
S3_00745,Control_LT,0.2349,0.4827,0.5257,0.0902,0.0082,0.1,0.023147,0.1,1,1,0
S3_00746,Control_LT,0.4338,0.039,0.023,0.0869,0.011,0.0,-0.056299,0.4296,0,0,0
S3_00747,High_E_LT,0.6559,0.6261,0.5755,0.0444,0.0305,0.1,0.019632,0.3863,1,1,0
S3_00748,Control_LT,0.404,0.0867,0.0453,0.0615,0.0064,0.0,-0.017176,0.3079,0,0,0
S3_00749,High_E_LT,0.6353,0.7837,0.8024,0.0202,0.0437,0.1,0.024459,0.3753,1,1,0
S3_00750,High_E_LT,0.8456,0.6434,0.6651,0.0352,0.0392,0.1,0.007057,0.4481,1,1,0
S3_00751,Control_LT,0.449,0.3824,0.4018,0.0849,0.0078,0.1,0.027792,0.3515,1,0,0
S3_00752,Control_LT,0.4364,0.078,0.01,0.0652,0.003,0.0,-0.017704,0.3169,0,0,1
S3_00753,Control_LT,0.648,0.0461,0.071,0.0999,0.0035,0.0,-0.00569,0.3874,0,0,0
S3_00754,High_E_LT,0.6196,0.2198,0.01,0.039,0.0492,0.0,-0.022617,0.3658,0,1,0
S3_00755,Control_LT,0.2263,0.4686,0.5029,0.096,0.0015,0.1,0.021622,0.2119,1,1,0
S3_00756,High_E_LT,0.6824,0.3614,0.2133,0.0253,0.0493,0.0,-0.004084,0.2376,0,1,0
S3_00757,High_E_LT,0.9705,0.516,0.2599,0.0361,0.0289,0.00374,-0.000483,0.377,0,1,0
S3_00758,High_E_LT,0.8409,0.266,0.0698,0.0522,0.0374,0.0,-0.022017,0.3936,1,0,1
S3_00759,Control_LT,0.3181,0.0381,0.01,0.0821,0.0,0.0,-0.031733,0.3108,0,0,0
S3_00760,High_E_LT,0.886,0.5644,0.615,0.04,0.0247,0.08898,0.001236,0.236,0,0,0
S3_00761,High_E_LT,0.9061,0.5135,0.2782,0.0219,0.0428,0.0,-0.020868,0.4212,1,0,0
S3_00762,High_E_LT,0.714,0.2734,0.1052,0.0412,0.0609,0.0,-0.007336,0.3028,0,1,0
S3_00763,High_E_LT,0.6754,0.2539,0.0585,0.04,0.0283,0.0,-0.001258,0.2927,0,0,0
S3_00764,High_E_LT,0.7266,0.286,0.0671,0.036,0.055,0.0,-0.025227,0.3097,0,0,0
S3_00765,Control_LT,0.233,0.0618,0.0185,0.0983,0.0006,0.1,0.013982,0.3521,0,1,1
S3_00766,High_E_LT,0.7335,0.1758,0.0472,0.051,0.0373,0.0,-0.026352,0.3137,0,0,0
S3_00767,Control_LT,0.3736,0.0742,0.0392,0.0776,0.0016,0.0,-0.022441,0.4262,0,0,0
S3_00768,High_E_LT,0.778,0.2655,0.1176,0.0452,0.0487,0.0,-0.026505,0.1384,0,0,0
S3_00769,Control_LT,0.4919,0.0967,0.0208,0.058,0.0062,0.0,-0.02307,0.4505,1,0,0
S3_00770,High_E_LT,0.6413,0.3792,0.0653,0.0286,0.0405,0.0,-0.025819,0.3737,0,1,0
S3_00771,High_E_LT,0.778,0.243,0.0725,0.0538,0.0443,0.0,-0.002324,0.4104,0,0,0
S3_00772,Control_LT,0.6113,0.0489,0.0184,0.1068,0.0089,0.0,-0.002179,0.455,0,0,1
S3_00773,Control_LT,0.3601,0.0301,0.01,0.0725,0.0056,0.0,-0.023343,0.4035,0,0,0
S3_00774,Control_LT,0.6186,0.1052,0.0533,0.0907,0.0103,0.0,-0.029579,0.223,0,0,0
S3_00775,High_E_LT,0.6007,0.1757,0.026,0.0451,0.0293,0.0,-0.050905,0.229,0,0,0
S3_00776,High_E_LT,0.6703,0.1596,0.0706,0.0553,0.0302,0.0,-0.021203,0.2162,0,0,0
S3_00777,High_E_LT,0.8107,0.2836,0.0521,0.0427,0.0408,0.0,-0.023442,0.3697,0,0,0
S3_00778,Control_LT,0.5566,0.4297,0.4257,0.0791,0.0013,0.1,0.016919,0.3459,1,1,0
S3_00779,Control_LT,0.2644,0.5022,0.5866,0.0565,0.0096,0.1,0.005069,0.2102,1,1,0
S3_00780,High_E_LT,0.8591,0.5824,0.2518,0.0232,0.0417,0.0,-0.014055,0.2646,1,1,0
S3_00781,High_E_LT,0.7827,0.1939,0.0794,0.0526,0.0332,0.0,-0.020722,0.3231,0,0,0
S3_00782,Control_LT,0.5837,0.0216,0.0398,0.1186,0.0034,0.0,-0.016102,0.3883,0,0,0
S3_00783,High_E_LT,0.8979,0.2519,0.0477,0.0517,0.0399,0.0,-0.018137,0.3795,0,0,0
S3_00784,High_E_LT,0.6319,0.27,0.0385,0.037,0.041,0.0,-0.005548,0.3598,1,0,0
S3_00785,High_E_LT,0.6152,0.1759,0.0406,0.0482,0.0365,0.0,-0.048006,0.3364,0,0,0
S3_00786,High_E_LT,0.7018,0.6794,0.66,0.0384,0.0473,0.1,0.023225,0.406,1,0,0
S3_00787,High_E_LT,0.5863,0.174,0.0345,0.0532,0.068,0.0,-0.026809,0.4264,1,0,0
S3_00788,Control_LT,0.6078,0.3874,0.3412,0.0861,0.0092,0.1,0.036791,0.377,1,1,0
S3_00789,Control_LT,0.5365,0.0741,0.0368,0.0905,0.0081,0.0,-0.007895,0.3981,0,0,0
S3_00790,High_E_LT,0.7179,0.3325,0.1281,0.0363,0.0466,0.0,-0.030287,0.3656,0,0,0
S3_00791,High_E_LT,0.6377,0.1887,0.0783,0.0432,0.0359,0.0,-0.055924,0.2799,0,0,0
S3_00792,Control_LT,0.3524,0.3538,0.4363,0.0848,0.0069,0.1,0.006451,0.2856,1,0,0
S3_00793,High_E_LT,0.5734,0.5594,0.5547,0.05,0.0329,0.1,0.003431,0.3668,1,1,0
S3_00794,High_E_LT,0.6257,0.27,0.1047,0.0376,0.0563,0.0,-0.01839,0.3813,1,0,0
S3_00795,Control_LT,0.5338,0.0258,0.01,0.0689,0.005,0.0,-0.002769,0.3776,0,1,1
S3_00796,High_E_LT,0.6741,0.5524,0.6074,0.0327,0.0564,0.0717,0.000294,0.4184,1,0,0
S3_00797,High_E_LT,0.7996,0.5197,0.5634,0.0666,0.0492,0.1,0.013122,0.3649,1,1,0
S3_00798,Control_LT,0.3935,0.0427,0.0226,0.1105,0.007,0.0,-0.002504,0.3178,0,0,1
S3_00799,High_E_LT,0.8033,0.5909,0.5815,0.0441,0.0529,0.1,0.038722,0.4006,1,1,0
S3_00800,Control_LT,0.3637,0.3887,0.3833,0.0807,0.0017,0.1,0.035104,0.3484,0,0,0
S3_00801,High_E_LT,0.7514,0.6121,0.6297,0.0436,0.0298,0.1,0.006176,0.4163,1,1,0
S3_00802,High_E_LT,0.6119,0.5211,0.5133,0.0439,0.046,0.06326,0.000331,0.2907,1,1,0
S3_00803,High_E_LT,0.8548,0.6816,0.6308,0.0347,0.0278,0.1,0.021218,0.4943,0,1,0
S3_00804,High_E_LT,0.9545,0.2858,0.1663,0.0382,0.049,0.0,-0.022292,0.3261,0,0,0
S3_00805,Control_LT,0.5433,0.1277,0.0565,0.0723,0.004,0.0,-0.017737,0.4096,0,1,1
S3_00806,Control_LT,0.6965,0.4009,0.2003,0.0748,0.0076,0.1,0.015653,0.4794,0,0,0
S3_00807,Control_LT,0.4443,0.1261,0.0167,0.0671,0.006,0.0,-0.010559,0.3078,0,0,1
S3_00808,Control_LT,0.6723,0.407,0.4276,0.0828,0.0061,0.1,0.011278,0.2736,1,0,0
S3_00809,High_E_LT,0.7641,0.7587,0.7099,0.0349,0.0481,0.1,0.026174,0.2927,1,1,0
S3_00810,High_E_LT,0.6472,0.6095,0.5759,0.0517,0.0468,0.1,0.033771,0.3539,1,1,0
S3_00811,High_E_LT,0.99,0.6841,0.5618,0.0376,0.0547,0.1,0.008926,0.5567,1,1,0
S3_00812,High_E_LT,0.6953,0.6637,0.7112,0.0301,0.049,0.1,0.031025,0.332,1,0,0
S3_00813,High_E_LT,0.66,0.7451,0.7012,0.028,0.0433,0.1,0.022829,0.383,1,1,0
S3_00814,High_E_LT,0.9665,0.2965,0.1132,0.0487,0.0531,0.0,-0.020337,0.35,1,0,0
S3_00815,Control_LT,0.5395,0.4229,0.4888,0.0901,0.0015,0.1,0.024509,0.279,1,1,0
S3_00816,High_E_LT,0.8733,0.4494,0.3043,0.0453,0.0271,0.04054,0.000258,0.434,0,0,0
S3_00817,High_E_LT,0.7158,0.4657,0.5474,0.0626,0.0374,0.1,0.001953,0.3281,0,1,0
S3_00818,High_E_LT,0.5925,0.1967,0.0424,0.0484,0.0628,0.0,-0.013336,0.3305,0,0,0
S3_00819,Control_LT,0.5693,0.278,0.1622,0.0925,0.0043,0.1,0.010898,0.4282,1,0,0
S3_00820,High_E_LT,0.7345,0.359,0.0701,0.0457,0.0364,0.0,-0.001071,0.3774,0,0,1
S3_00821,High_E_LT,0.7548,0.1934,0.0229,0.0504,0.051,0.0,-0.058907,0.225,0,0,0
S3_00822,Control_LT,0.4893,0.0648,0.0298,0.0795,0.0011,0.0,-0.033554,0.4106,0,1,0
S3_00823,High_E_LT,0.7154,0.6054,0.6226,0.0427,0.0553,0.1,0.019507,0.4444,1,0,0
S3_00824,High_E_LT,0.7405,0.6651,0.7217,0.0399,0.0412,0.1,0.023758,0.2728,0,1,0
S3_00825,Control_LT,0.3903,0.0383,0.0122,0.0921,0.008,0.0,-0.01247,0.2876,0,0,1
S3_00826,High_E_LT,0.9124,0.6297,0.6791,0.0452,0.047,0.1,0.02654,0.2578,1,1,0
S3_00827,Control_LT,0.4577,0.15,0.0312,0.0703,0.0024,0.06134,0.001134,0.4275,0,0,1
S3_00828,High_E_LT,0.7471,0.7726,0.7809,0.0265,0.0452,0.1,0.04235,0.3342,1,1,0
S3_00829,High_E_LT,0.7132,0.5354,0.4894,0.0609,0.0394,0.1,0.045474,0.3931,1,1,0
S3_00830,Control_LT,0.6402,0.0896,0.0458,0.0953,0.0029,0.0,-0.00616,0.1909,0,0,0
S3_00831,Control_LT,0.4553,0.0292,0.0246,0.1003,0.0035,0.08679,0.001602,0.3547,0,0,0
S3_00832,High_E_LT,0.8009,0.5339,0.4849,0.0547,0.0397,0.1,0.025644,0.4365,1,1,0
S3_00833,High_E_LT,0.7906,0.4476,0.5169,0.0537,0.048,0.08484,0.000709,0.2783,0,1,0
S3_00834,High_E_LT,0.5968,0.7444,0.7774,0.0258,0.041,0.1,0.004733,0.3329,1,1,0
S3_00835,High_E_LT,0.6654,0.6548,0.701,0.042,0.0154,0.1,0.015247,0.2515,0,1,0
S3_00836,High_E_LT,0.7037,0.4846,0.4475,0.0478,0.0553,0.1,0.029627,0.5675,0,1,0
